date_of_sale,address,location,total_area,rooms,plot_area,closing_price
Såld 2 juni 2020,Dannemarksgatan 16,"Övre Tega,          Kungälvs kommun",148+180 m²,6,123,5150000
Såld 28 maj 2020,Byvägen 29,"Rörtången/ödsmålsmosse,          Kungälvs kommun",105+3 m²,3,766,3200000
Såld 28 maj 2020,Korseberget 180,"Harestad,          Kungälvs kommun",151+5 m²,5,216,4500000
Såld 26 maj 2020,Lundby 300,"KAREBY,          Kungälvs kommun",43+2 m²,2,828,2250000
Såld 26 maj 2020,Åseby 150,"Solberga-Kode,          Kungälvs kommun",126+3 m²,3,712,4500000
Såld 25 maj 2020,Staby 650,"Kärna,          Kungälvs kommun",94+88 m²,5,11,3270000
Såld 23 maj 2020,Östra Röd 310,"Harestad,          Kungälvs kommun",154+6 m²,6,999,4995000
Såld 22 maj 2020,Harkvägen 327,"Ullstorp,          Kungälvs kommun",131+5 m²,5,,4010000
Såld 21 maj 2020,Östra gatan 6,"Kungälv,          Kungälvs kommun",135+68 m²,7,176,6750000
Såld 20 maj 2020,Dalvägen 6,"Kode,          Kungälvs kommun",52+30 m²,2,378,2600000
Såld 20 maj 2020,Årsnäs 300,"Kode,          Kungälvs kommun",137+5 m²,5,516,5900000
Såld 20 maj 2020,Älggatan 17,"Klöverbacken - Olseröd,          Kungälvs kommun",85+17 m²,3,,3200000
Såld 20 maj 2020,Skårsäng 105,"Kärna,          Kungälvs kommun",114+5 m²,5,456,4300000
Såld 20 maj 2020,Krokens väg 22,"Tjuvkil (västra delen)+Kroken,          Kungälvs kommun",122+72 m²,6,320,5900000
Såld 19 maj 2020,Bäckliden 10,"Kungälv,          Kungälvs kommun",169+79 m²,7,500,7700000
Såld 18 maj 2020,Tronnum 260,"Kärna,          Kungälvs kommun",106+3 m²,3,229,3500000
Såld 16 maj 2020,Rishammarvägen 12,"Kungälv,          Kungälvs kommun",185+26 m²,7,747,6000000
Såld 14 maj 2020,Åkerhög 410,"Vedhall,          Kungälvs kommun",147+4 m²,4,842,5000000
Såld 13 maj 2020,Grandalen 110,"Duvesjön,          Kungälvs kommun",66+2 m²,2,121,2300000
Såld 13 maj 2020,Kållen 140,"Romelanda,          Kungälvs kommun",96+25 m²,4,207,3200000
Såld 12 maj 2020,Kärnavägen 1,"Kärna,          Kungälvs kommun",159+90 m²,8,668,4300000
Såld 12 maj 2020,Hamngatan 3,"Kungälv centralt,          Kungälvs kommun",144+76 m²,6,620,6100000
Såld 12 maj 2020,Kvarnvägen 41,"Bohuslän,          Kungälvs kommun",111+45 m²,5,194,3650000
Såld 11 maj 2020,Krokens väg 21,"Lycke,          Kungälvs kommun",157+6 m²,6,968,5950000
Såld 10 maj 2020,Åseby 120,"Kode / Solberga,          Kungälvs kommun",91+71 m²,3,952,3825000
Såld 6 maj 2020,Byvägen 63,"Ödsmålsmosse,          Kungälvs kommun",104+5 m²,5,750,3750000
Såld 6 maj 2020,Toftåsen 3,"Sundhammar,          Kungälvs kommun",137+36 m²,6,235,5975000
Såld 6 maj 2020,Gullbringa 110,"Lökeberg,          Kungälvs kommun",180+6 m²,6,68,4300000
Såld 6 maj 2020,Skäggstorp 180,"Kode,          Kungälvs kommun",52+2 m²,2,353,2450000
Såld 5 maj 2020,Källeröd 166,"Kareby,          Kungälvs kommun",126+6 m²,6,988,4295000
Såld 5 maj 2020,Skårshöjd 8,"Kärna,          Kungälvs kommun",140+40 m²,6,921,3700000
Såld 4 maj 2020,Lievägen 245,"Ullstorp,          Kungälvs kommun",111+4 m²,4,487,5150000
Såld 1 maj 2020,Flädervägen 17,"Diseröd,          Kungälvs kommun",110+4 m²,4,332,3600000
Såld 30 april 2020,Duvesjön 230,"Duvesjön,          Kungälvs kommun",119+4 m²,4,91,4450000
Såld 29 april 2020,Olserödsgatan 128,"Kungälv,          Kungälvs kommun",150+39 m²,4,388,4650000
Såld 29 april 2020,Instölid 33,"Instön,          Kungälvs kommun",55+3 m²,3,841,3950000
Såld 28 april 2020,Tjällviksvägen 4,"Marstrand,          Kungälvs kommun",74+2 m²,2,822,2650000
Såld 28 april 2020,Grokareby 130,"Kareby,          Kungälvs kommun",200+26 m²,6,284,3825000
Såld 28 april 2020,Häljeröd 280,"Romelanda,          Kungälvs kommun",199+24 m²,7,235,3700000
Såld 28 april 2020,Älggatan 6,"Olseröd,          Kungälvs kommun",111+4 m²,4,,3375000
Såld 27 april 2020,Hemmansgatan 2,"Ytterby,          Kungälvs kommun",179+8 m²,8,21,4800000
Såld 25 april 2020,Västra Röd 130,"Harestad,          Kungälvs kommun",136+15 m²,5,170,4200000
Såld 24 april 2020,Bergåsvägen 17,"Ytterby,          Kungälvs kommun",126+49 m²,6,54,4600000
Såld 24 april 2020,Åseby 170,"Åseby,          Kungälvs kommun",101+3 m²,3,945,3500000
Såld 23 april 2020,Aspvägen 7A,"Kungälv - Ytterby,          Kungälvs kommun",106+104 m²,6,640,4725000
Såld 22 april 2020,Hammar 150,"Harestad,          Kungälvs kommun",95+65 m²,4,391,1895000
Såld 22 april 2020,Ingegatan 2E,"Komarken,          Kungälvs kommun",102+49 m²,5,108,3600000
Såld 21 april 2020,Tvetgatan 289,"Tveten,          Kungälvs kommun",130+9 m²,5,127,3700000
Såld 19 april 2020,Prästvägen 238,"Kareby,          Kungälvs kommun",177+7 m²,7,401,5400000
Såld 18 april 2020,Hammarberg 880,"Kode,          Kungälvs kommun",71+3 m²,3,37,2450000
Såld 17 april 2020,Källeröd 168,"Kareby,          Kungälvs kommun",126+6 m²,6,0,4395000
Såld 17 april 2020,Tjällviksvägen 14,"Instön,          Kungälvs kommun",138+4 m²,4,32,4150000
Såld 16 april 2020,Ingetorp 190,"Kode,          Kungälvs kommun",70+12 m²,4,160,2860000
Såld 7 april 2020,Bokvägen 8,"Centralt,          Kungälvs kommun",170+40 m²,8,635,6650000
Såld 3 april 2020,Önneröd 145,"Bohuslän,          Kungälvs kommun",110+4 m²,4,30,4800000
Såld 3 april 2020,Skårby 774,"Bohuslän,          Kungälvs kommun",151+7 m²,7,155,5300000
Såld 2 april 2020,Lerskärsvägen 11,"Lycke,          Kungälvs kommun",63+19 m²,,65,2750000
Såld 2 april 2020,Löstorp 120,"Kareby,          Kungälvs kommun",93+100 m²,6,313,3620000
Såld 2 april 2020,Flädervägen 48,"Diseröd,          Kungälvs kommun",182+10 m²,7,823,5455000
Såld 2 april 2020,Lievägen 232,"Ullstorp,          Kungälvs kommun",134+5 m²,5,257,5420000
Såld 1 april 2020,Lilla Fjellsholmen 33,"Lilla Fjellsholmen,          Kungälvs kommun",108+18 m²,4,412,7900000
Såld 1 april 2020,Vitsten 210,"Kode,          Kungälvs kommun",50+3 m²,3,191,1200000
Såld 1 april 2020,Orrstigen 8,"Bohuslän,          Kungälvs kommun",128 m²,,361,4220000
Såld 31 mars 2020,Duvesjön 216,"Bohuslän,          Kungälvs kommun",153+5 m²,5,91,4135000
Såld 30 mars 2020,Lyckan 2,"Komarken,          Kungälvs kommun",111+60 m²,7,861,3630000
Såld 28 mars 2020,Klövergången 8,"Centralt,          Kungälvs kommun",125+4 m²,4,402,3730000
Såld 27 mars 2020,Häradsvägen 30,"Ytterby,          Kungälvs kommun",130 m²,,372,2400000
Såld 27 mars 2020,Murhammarvägen 1,"Kareby,          Kungälvs kommun",122+5 m²,5,822,3510000
Såld 27 mars 2020,Löstorp 160,"Kareby,          Kungälvs kommun",62+24 m²,3,282,2850000
Såld 27 mars 2020,Ädelstensvägen 52,"Kode,          Kungälvs kommun",123+3 m²,3,334,4150000
Såld 27 mars 2020,Sundhammarsvägen 480,"Sundhammar,          Kungälvs kommun",167+6 m²,6,290,4680000
Såld 26 mars 2020,Harkvägen 343,"Kungälv,          Kungälvs kommun",131+5 m²,5,,4000000
Såld 26 mars 2020,Östergårdsgatan 61,"Tega,          Kungälvs kommun",179+6 m²,6,204,5010000
Såld 23 mars 2020,Rishammarvägen 11,"Kareby,          Kungälvs kommun",115+28 m²,6,862,5525000
Såld 20 mars 2020,Beryllvägen 25,"Kode,          Kungälvs kommun",123+5 m²,5,383,4100000
Såld 12 mars 2020,Västra gatan 18B,"Centrum,          Kungälvs kommun",160+6 m²,6,746,6000000
Såld 11 mars 2020,Alvägen 1,"Diseröd,          Kungälvs kommun",126+43 m²,6,668,3795000
Såld 9 mars 2020,Byvägen 50,"Ödsmålsmosse,          Kungälvs kommun",163+52 m²,5,275,4400000
Såld 7 mars 2020,Kulleskärsvägen 37,"Tjuvkil/Lycke,          Kungälvs kommun",64+3 m²,3,456,2650000
Såld 6 mars 2020,Skårsäng 25,"Kärna,          Kungälvs kommun",147+9 m²,6,547,4650000
Såld 5 mars 2020,Häljeröd 380,"Diseröd,          Kungälvs kommun",140+190 m²,7,521,4425000
Såld 3 mars 2020,Östergårdsgatan 27,"Ytterby,          Kungälvs kommun",156+5 m²,5,777,4450000
Såld 3 mars 2020,Tjuvkil 140,"Tjuvkil,          Kungälvs kommun",80+12 m²,3,819,2900000
Såld 2 mars 2020,Fontinvägen 32,"Kungälv Centralt,          Kungälvs kommun",160+50 m²,7,811,6300000
Såld 2 mars 2020,Duvesjön 327,"Kungälv -Duvesjön,          Kungälvs kommun",103+24 m²,4,320,3900000
Såld 1 mars 2020,Ulvedalsgatan 10,"Ulvegärde,          Kungälvs kommun",154+5 m²,5,31,5100000
Såld 28 februari 2020,Truskärsvägen 9C,"Tjuvkil,          Kungälvs kommun",168+7 m²,7,39,5750000
Såld 27 februari 2020,Ivar Claessons gata 8,"Kungälv,          Kungälvs kommun",121+30 m²,6,103,5500000
Såld 26 februari 2020,Storskiftegatan 71,"Övre Tega,          Kungälvs kommun",129+28 m²,5,798,5600000
Såld 26 februari 2020,Krappvägen 556,"Bohuslän,          Kungälvs kommun",174+40 m²,6,783,7925000
Såld 23 februari 2020,Fregattgatan 6,"Centralt vid älven,          Kungälvs kommun",180+7 m²,7,630,5330000
Såld 21 februari 2020,Nolby 325,"Kungälv,          Kungälvs kommun",159+4 m²,4,96,6700000
Såld 21 februari 2020,Stenåldersgatan 59,"Ytterby,          Kungälvs kommun",107+5 m²,5,400,4520000
Såld 21 februari 2020,Brunnefjällsvägen 26,"Kärna,          Kungälvs kommun",79+5 m²,3,157,2360000
Såld 19 februari 2020,Reidarsgatan 3,"Centralt vid älven,          Kungälvs kommun",150+28 m²,5,686,5350000
Såld 19 februari 2020,Lefstadvägen 27,"Kärna,          Kungälvs kommun",113+21 m²,3,351,4090000
Såld 11 februari 2020,Fågelstigen 41,"Centralt,          Kungälvs kommun",126+5 m²,5,590,4300000
Såld 10 februari 2020,Täljstensgatan 2,"Stället,          Kungälvs kommun",70+3 m²,3,551,3600000
Såld 7 februari 2020,Rishammar 110,"Kareby,          Kungälvs kommun",140+19 m²,6,205,4135000
Såld 6 februari 2020,Solbräcke 214,"Kungälv,          Kungälvs kommun",148+4 m²,4,882,4950000
Såld 5 februari 2020,Lilla Fjellsholmen 17,"Lilla Fjellsholmen,          Kungälvs kommun",5 m²,5,400,6900000
Såld 3 februari 2020,Mariebergsvägen 150,"Kungälv,          Kungälvs kommun",173+86 m²,8,83,4250000
Såld 2 februari 2020,Åsebyberg 940,"Kode,          Kungälvs kommun",138+30 m²,5,649,4400000
Såld 30 januari 2020,Jägarvägen 5,"Diseröd,          Kungälvs kommun",168+8 m²,7,550,3795000
Såld 28 januari 2020,Staby 780,"Kärna,          Kungälvs kommun",108+50 m²,4,26,3050000
Såld 28 januari 2020,Gräsgången 1,"Komarken,          Kungälvs kommun",125+4 m²,4,435,4100000
Såld 28 januari 2020,Toreby mosse 600,"Harestad och Kärna,          Kungälvs kommun",104+16 m²,4,622,3900000
Såld 28 januari 2020,Hemvägen 19,"Romelanda,          Kungälvs kommun",119+19 m²,5,381,2900000
Såld 24 januari 2020,Lerskärsvägen 51,"Lycke,          Kungälvs kommun",75+4 m²,4,591,3125000
Såld 22 januari 2020,Gårdskiftegatan 72,"Ytterby,          Kungälvs kommun",105+109 m²,6,856,5050000
Såld 22 januari 2020,Onyxvägen 14,"Kode,          Kungälvs kommun",123+5 m²,5,546,4125000
Såld 21 januari 2020,Duvesjön 201,"Bohuslän,          Kungälvs kommun",38+9 m²,2,390,1880000
Såld 21 januari 2020,Kyrkeby 296,"Kärna,          Kungälvs kommun",146+5 m²,5,499,4300000
Såld 19 januari 2020,Sundviksvägen 36,"Tjuvkil/lycke,          Kungälvs kommun",117+5 m²,5,533,5495000
Såld 18 januari 2020,Kungälvsvägen 51,"Grinden,          Kungälvs kommun",89+4 m²,4,215,4100000
Såld 17 januari 2020,Norrmannebo 540,"Norrmannebo,          Kungälvs kommun",115+55 m²,5,495,3420000
Såld 17 januari 2020,Hallebäcksvägen 18,"Timmervik,          Kungälvs kommun",62+3 m²,3,336,2215000
Såld 17 januari 2020,Gråstensvägen 11,"Kode,          Kungälvs kommun",125+80 m²,8,628,3150000
Såld 15 januari 2020,Guntorpsvägen 24,"Kode,          Kungälvs kommun",110+152 m²,6,65,5000000
Såld 10 januari 2020,Västerängen 5,"Ytterby,          Kungälvs kommun",106+44 m²,6,46,5175000
Såld 10 januari 2020,Munkegärdegatan 339,"Kungälv,          Kungälvs kommun",117+5 m²,5,659,5100000
Såld 9 januari 2020,Holm 230,"Kovikshamn,          Kungälvs kommun",155+7 m²,7,861,5875000
Såld 3 januari 2020,Opalvägen 10,"Kode,          Kungälvs kommun",130+50 m²,5,712,2900000
Såld 27 december 2019,Ön 170,"Kareby,          Kungälvs kommun",120+84 m²,5,272,3500000
Såld 27 december 2019,Bräcke 106,"Kärna,          Kungälvs kommun",127+4 m²,4,70,4600000
Såld 22 december 2019,Solrosvägen 7,"Kärna,          Kungälvs kommun",138+90 m²,5,592,4375000
Såld 20 december 2019,Broberg 190,"Tjuvkil/Lycke,          Kungälvs kommun",67+4 m²,4,755,1850000
Såld 20 december 2019,Prejelvägen 120,"Kungälv,          Kungälvs kommun",122 m²,,314,5100000
Såld 20 december 2019,Matskärsvägen 2,"Kungälv - Tjuvkil,          Kungälvs kommun",130+4 m²,4,594,4650000
Såld 20 december 2019,Dannemarksgatan 42,"Ytterby,          Kungälvs kommun",148+6 m²,6,641,5400000
Såld 15 december 2019,Spaghamnsvägen 15,"Tjuvkil/Lycke,          Kungälvs kommun",114+3 m²,3,407,6500000
Såld 12 december 2019,Lilla Fjellsholmen 6,"Lilla Fjellsholmen,          Kungälvs kommun",86+4 m²,4,400,6900000
Såld 11 december 2019,Ulvesund 438,"Ytterby,          Kungälvs kommun",90+5 m²,5,760,4500000
Såld 9 december 2019,Hallbjörtorp 200,"Hallbjörtorp,          Kungälvs kommun",90+3 m²,3,458,1000000
Såld 6 december 2019,Bergåsvägen 6B,"Ytterby,          Kungälvs kommun",141+29 m²,5,21,5400000
Såld 3 december 2019,Settungsvägen 44,"Ullstorp,          Kungälvs kommun",120+25 m²,5,583,5100000
Såld 30 november 2019,Skurhagagatan 4,"Kungälv - Centrum,          Kungälvs kommun",190+75 m²,7,798,5300000
Såld 28 november 2019,Rörmossevägen 130,"Bohuslän,          Kungälvs kommun",145+113 m²,5,200,4480000
Såld 28 november 2019,Törnrosgatan 10,"Ytterby,          Kungälvs kommun",136+76 m²,7,30,5375000
Såld 27 november 2019,Vävra 542,"Hålta,          Kungälvs kommun",109+15 m²,6,106,4550000
Såld 25 november 2019,Vallby 110,"Solberga-Kode,          Kungälvs kommun",127+14 m²,5,135,5100000
Såld 22 november 2019,Olsåker 200,"Kareby,          Kungälvs kommun",106+156 m²,6,673,3600000
Såld 22 november 2019,Enekullsvägen 6,"Ytterby,          Kungälvs kommun",170+94 m²,8,160,6900000
Såld 21 november 2019,Åsebyberg 655,"Åsebyberg,          Kungälvs kommun",35+2 m²,2,854,2080000
Såld 20 november 2019,Ljungvägen 40,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",65+3 m²,3,16,2295000
Såld 20 november 2019,Bergkristallvägen 18,"Kode,          Kungälvs kommun",127+6 m²,6,608,4450000
Såld 20 november 2019,Solberga 870,"Kode,          Kungälvs kommun",104+38 m²,3,272,3420000
Såld 16 november 2019,Kuskalundsvägen 35,"Vävra,          Kungälvs kommun",63+3 m²,3,104,2450000
Såld 16 november 2019,Trankärr 170,"Trankärr,          Kungälvs kommun",86+60 m²,3,2,3880000
Såld 13 november 2019,Granndalen 13,"Kärna,          Kungälvs kommun",81+10 m²,4,93,2100000
Såld 13 november 2019,Solbräcke / Ullstorp,"Kungälv,          Kungälvs kommun",148+6 m²,6,784,4950000
Såld 13 november 2019,Grindklykan 9,"Kungälv,          Kungälvs kommun",121+4 m²,4,729,3900000
Såld 6 november 2019,Täljstensgatan 4,"Ytterby,          Kungälvs kommun",70+12 m²,3,478,3100000
Såld 6 november 2019,Duvesjön 357,"Romelanda,          Kungälvs kommun",169+60 m²,9,54,4625000
Såld 1 november 2019,,"Kungälv,          Kungälvs kommun",,,708,1251360
Såld 1 november 2019,Kulperödsvägen 39,"Gullbringa,          Kungälvs kommun",129+4 m²,4,192,2900000
Såld 1 november 2019,Topasvägen 13,"Kode,          Kungälvs kommun",130+95 m²,6,782,4500000
Såld 30 oktober 2019,Råckeröd 180,"Kärna,          Kungälvs kommun",90 m²,,183,1000000
Såld 30 oktober 2019,Enebacksvägen 10,"Kode,          Kungälvs kommun",69+36 m²,4,51,2720000
Såld 30 oktober 2019,Lerskärsvägen 11,"Tjuvkil,          Kungälvs kommun",63+75 m²,3,65,2830000
Såld 29 oktober 2019,Jägersberg 350,"Kode,          Kungälvs kommun",94+32 m²,4,120,3405000
Såld 29 oktober 2019,Lilla Fjellsholmen 16,"Lilla Fjellsholmen,          Kungälvs kommun",86+4 m²,4,435,7500000
Såld 29 oktober 2019,Häradsvägen 92,"Ytterby centralt,          Kungälvs kommun",130+5 m²,5,386,3595000
Såld 25 oktober 2019,Hasselvägen 5,"Romelanda,          Kungälvs kommun",115+166 m²,,972,4060000
Såld 25 oktober 2019,Häradsvägen 82,"Ytterby,          Kungälvs kommun",130+7 m²,7,361,4350000
Såld 25 oktober 2019,Fridhemsgatan 23,"Centralt,          Kungälvs kommun",134+40 m²,6,738,5250000
Såld 24 oktober 2019,Slånbärsvägen 6,"Kungälv - Centralt,          Kungälvs kommun",156+7 m²,7,10,5750000
Såld 23 oktober 2019,Hasselvägen 1,"Diseröd,          Kungälvs kommun",106+106 m²,6,32,3825000
Såld 23 oktober 2019,Solhultsgatan 18,"Centralt,          Kungälvs kommun",152+72 m²,6,555,4795000
Såld 21 oktober 2019,Glöskär 950,"Kungälv - Kärna,          Kungälvs kommun",190+50 m²,7,790,6000000
Såld 19 oktober 2019,Östergårdsgatan 25,"Ytterby,          Kungälvs kommun",177+7 m²,7,831,4695000
Såld 18 oktober 2019,Romelandavägen 112,"Centralt,          Kungälvs kommun",75+30 m²,4,371,2695000
Såld 17 oktober 2019,Myrebackavägen 102,"Bohuslän,          Kungälvs kommun",129+5 m²,5,531,4535000
Såld 16 oktober 2019,Duvesjön 180,"Romelanda,          Kungälvs kommun",47+2 m²,2,650,2115000
Såld 11 oktober 2019,Kungälvsvägen 22,"Centralt,          Kungälvs kommun",77+46 m²,5,548,3760000
Såld 11 oktober 2019,Håltet 140,"Kareby,          Kungälvs kommun",132+5 m²,5,219,4010000
Såld 4 oktober 2019,Länsmansvägen 30,"Ytterby,          Kungälvs kommun",133+55 m²,5,972,4650000
Såld 2 oktober 2019,Gamla Trollhättevägen 11,"Centralt,          Kungälvs kommun",60+36 m²,3,654,3700000
Såld 1 oktober 2019,Veneröd 430,"Hålta,          Kungälvs kommun",92+4 m²,4,376,3395000
Såld 28 september 2019,Bäckgatan 16,"Kungälv - Centrum,          Kungälvs kommun",135+65 m²,4,732,5700000
Såld 27 september 2019,Topasvägen 11,"Bohuslän,          Kungälvs kommun",103+95 m²,6,742,3750000
Såld 26 september 2019,Mantalsgatan 17,"Ytterby,          Kungälvs kommun",189+23 m²,6,986,4800000
Såld 26 september 2019,Grindvakten 25,"Grinden,          Kungälvs kommun",127+3 m²,3,473,3850000
Såld 25 september 2019,Solbräcke 1:47,"Kungälv,          Kungälvs kommun",,,708,1000000
Såld 25 september 2019,Solbräcke 1:46,"Kungälv,          Kungälvs kommun",,,784,1000000
Såld 25 september 2019,Solbräcke 1:45,"Kungälv,          Kungälvs kommun",,,976,1000000
Såld 25 september 2019,Solbräcke 1:44,"Bohuslän,          Kungälvs kommun",,,882,1000000
Såld 25 september 2019,Lundby 340,"Kungälv - Kareby,          Kungälvs kommun",147+6 m²,6,648,4100000
Såld 23 september 2019,Teggatan 8,"Fridhemskullen,          Kungälvs kommun",177+21 m²,5,759,5900000
Såld 19 september 2019,Skårsäng 39,"Kärna,          Kungälvs kommun",114+5 m²,5,473,4400000
Såld 18 september 2019,Mellan-Restad 380,"Bohuslän,          Kungälvs kommun",140+15 m²,6,583,5025000
Såld 16 september 2019,Dösebacka 620,"Romelanda,          Kungälvs kommun",91+76 m²,5,498,3295000
Såld 15 september 2019,Solhultsgatan 21,"Komarken,          Kungälvs kommun",173+127 m²,7,560,4900000
Såld 13 september 2019,Mycklaborgsgatan 10,"Komarken,          Kungälvs kommun",190+76 m²,9,110,5756725
Såld 12 september 2019,Gamla Trollhättevägen 16,"Kungälv,          Kungälvs kommun",80+30 m²,4,524,3300000
Såld 11 september 2019,Jägersberg 242,"Kode,          Kungälvs kommun",121+5 m²,5,864,4200000
Såld 6 september 2019,Åkerhög 180,"Vedhall,          Kungälvs kommun",142+5 m²,5,57,3650000
Såld 5 september 2019,Duvesjön 213,"Kungälv -Duvesjön,          Kungälvs kommun",120+4 m²,4,909,4000000
Såld 5 september 2019,Lundby 250,"Kungälv - Kareby,          Kungälvs kommun",151+6 m²,6,873,4575000
Såld 3 september 2019,Briljantvägen 22,"Bohuslän,          Kungälvs kommun",150+6 m²,6,575,4210000
